ID_Image,pct_rouille,rugosite,saturation_moyenne,hue_moyen,valeur_moyenne,surface_feuille,label_malade
katsaka1.jpeg,0.8214285714285714,10805.22504725555,122.81240097179676,45.77347628604627,157.51668955318473,0.37567460317460316,0
katsaka2.jpeg,17.273720814704422,2361.505676980644,162.33434064819699,44.35721818845577,105.30507443313186,0.9797516145057129,0
saine.jpeg,0.7177734375,2824.2345800879066,191.62174734796557,50.08044948157219,148.32084625520758,0.9782682291666667,0
saine1.jpeg,0.9299552906110283,4231.435942300179,201.44602086438152,50.86456035767511,147.69991058122207,1.0,0
saine2.jpeg,9.739049740163326,1638.4188320327307,225.2580287300181,41.476756249195425,148.7135706550959,0.9803786191536749,0
saine3.jpeg,0.004629629629629629,18034.676314726723,234.4696845707484,45.02804642166344,137.56289986609136,0.20743827160493827,0
saine4.jpeg,0.0,2938.958248475671,243.41249814402374,40.22460653303638,204.79007795100222,1.0,0
saine5.jpeg,0.018752715713403617,9157.9837261324,141.38900174114917,43.531449506674406,201.89190365641323,0.1260914309236856,0
malade1.jpg,12.215191355807816,5206.361379220873,193.6638866919424,38.605963852644194,137.0665128015974,0.8805240229220992,1
malade2.jpeg,7.058240619791902,4099.6131302443355,147.9703224962123,45.66192511161782,142.28122656277526,0.9942945512964881,1
malade2.webp,18.281354723707665,1262.1781102386697,98.24848533340895,48.602522317404436,143.62301563990738,0.938653357100416,1
malade3.jpeg,24.71844749037525,7111.503054773372,157.68072379371281,38.44699267905508,114.28923080872694,0.7638129040270343,1
malade4.jpeg,2.684342435034956,3287.8428953407024,196.99711685228107,45.17195243748469,151.96086079861308,1.0,1
malade5.jpeg,3.889302216305114,1408.5748753798107,76.04308832640388,56.15873448335063,128.01055468056043,0.8743114835408672,1
malade6.jpeg,2.722478576137113,4133.007504646015,113.4421665568007,51.48422324763788,172.2874313337728,1.0,1
malade7.jpeg,2.4561437857310677,189.37146320995998,246.1564346447615,35.491857616371234,62.92117019743479,0.04528545696608975,1
